% traindata
@RELATION "traindata: -C -6"

@ATTRIBUTE X0 NUMERIC
@ATTRIBUTE X1 NUMERIC
@ATTRIBUTE y0 {0, 1}
@ATTRIBUTE y1 {0, 1}
@ATTRIBUTE y2 {0, 1}
@ATTRIBUTE y3 {0, 1}
@ATTRIBUTE y4 {0, 1}
@ATTRIBUTE y5 {0, 1}

@DATA
0.06277972469696025,-0.6427135527352351,1,1,1,1,1,0
-0.30335429876867825,0.7926541886981495,0,0,0,0,0,0
-0.0009811698703723136,-0.010649512807183256,0,0,0,0,0,0
0.20945461379733643,-0.5083909296897894,1,1,1,1,1,1
0.03198957890871647,0.38174933877919953,1,1,1,1,1,1
0.280504617921462,0.11685783710788268,1,1,1,1,1,1
-0.3107871591147881,-0.2994520881660876,0,0,0,1,0,0
0.5517499262780298,-0.20281209504178097,1,1,1,1,1,0
-0.3627138451896613,0.5149816897117803,0,0,0,0,0,0
-0.6711285390298393,0.2973267867230102,0,0,0,0,0,0
-0.11022090253173099,0.6380014632023859,0,0,0,0,0,0
-0.2946726105487145,-0.773555138945612,0,1,0,0,0,0
0.18323239021303434,0.41337409317509943,1,0,1,1,1,1
-0.10509687891156248,-0.9311670539886996,0,0,0,1,0,0
0.00030712993659361636,-0.165491688217651,1,1,1,1,1,0
-0.7864111537528166,0.22808991085001143,0,0,0,0,0,0
0.016348150495769233,-0.6457844379841424,1,1,1,1,1,1
0.4200904069020435,0.6182344850254046,1,1,1,1,1,1
-0.1997324177527309,-0.31700772844503705,1,0,1,0,0,0
-0.12124840932314902,0.42825262675374787,0,0,0,0,0,0
-0.8414902989582042,0.3043659728595967,0,0,0,0,0,1
0.4842932671261733,-0.8565755116366883,0,1,1,1,1,1
0.4539782911463298,-0.3276093547612783,1,1,1,1,1,1
-0.34610608813463645,0.7566592307144963,0,0,0,0,0,0
0.4034751512680644,0.8447466807305317,1,1,1,1,1,1
-0.9142324662176092,0.24245754518578186,0,0,1,0,0,0
-0.1258541978972447,-0.2630683033765548,0,0,0,0,0,0
-0.16973528206867566,0.10121619067100614,0,0,1,0,0,0
0.3863912608392822,0.1432906595406648,1,1,1,1,1,1
0.5698132384821198,-0.7439458156881669,1,0,1,1,1,1
0.23604566225747622,-0.2064685912251051,1,1,0,1,1,0
0.49539706003818523,-0.419153167601743,1,1,1,1,1,0
-0.968689675203087,0.13974921575965887,1,1,0,1,0,0
0.136673743552885,-0.7172764967543948,1,0,1,1,1,1
-0.6705271806734039,0.4922097255526852,0,0,1,0,0,0
-0.05727045382454508,0.5587805706400264,0,0,0,0,0,0
-0.10945012031073663,0.8212926389817146,0,0,0,0,0,0
-0.5499567345618243,-0.7295020644298877,0,0,0,0,0,0
0.1309313891501355,0.03384152300661999,1,1,1,1,1,1
-0.6475641294885116,0.5751565118685117,0,1,0,0,0,0
-0.40677919124083717,-0.9074093775578613,0,0,0,1,0,0
-0.2999589917320298,-0.8112892564671021,0,0,1,0,0,0
0.36272508397346315,-0.38584259163660156,1,1,1,1,1,0
0.1749433904086294,-0.8710190231010012,1,1,1,0,1,1
0.14324524837643834,0.28758790898647757,1,1,1,1,1,1
0.039823109526780344,0.6680626064400875,0,1,0,1,1,1
0.8931896113565878,-0.3328780876804047,1,1,1,1,1,1
-0.2747648990222136,-0.4670314749981978,1,1,0,0,0,0
-0.04909900046549585,0.5341953076728004,0,0,0,0,0,0
0.17347065569524014,0.3161273536582071,1,1,1,1,1,1
0.08318346515483012,0.11156822574161623,1,1,1,1,1,1
0.6955685675169654,-0.44161057598554837,1,1,1,1,1,1
0.07527401507564423,-0.4538302971975876,1,1,1,1,1,1
-0.1220841335151262,0.5006417119218963,0,0,0,0,0,0
-0.012104299031521526,-0.7010182916481522,0,0,0,0,0,0
0.15009591788385118,-0.17559544570314053,1,1,1,1,1,1
-0.5725124319727809,-0.4963336788176126,0,0,0,0,0,0
0.35570461937667086,-0.14213654934571845,1,1,1,1,1,1
-0.6047670838008351,-0.4728237634196467,0,0,0,0,0,0
0.6696191159088245,0.5013667316749439,1,1,1,1,1,1
0.3191861622213829,-0.021321882520332316,1,1,1,1,1,1
0.6412651824586457,-0.05324428218924677,1,1,1,1,1,1
0.6764634294926859,-0.4866183168426146,1,1,1,1,1,0
-0.07346388262622967,-0.6393608742145411,0,0,0,1,0,0
0.2176890811448759,-0.05064506783870266,1,1,1,1,1,1
0.731581606432741,-0.026167901039281953,1,1,1,0,1,1
0.8078159002807463,0.10596280702867414,1,1,1,1,0,1
0.36786650161838924,0.6160871278036543,1,1,1,1,1,0
0.7278772512597937,-0.644041507272086,1,1,1,1,1,1
0.5691552560363294,0.5124620327675147,1,1,1,0,1,1
-0.9121704224301588,0.2671086590349873,1,0,0,0,0,0
0.18136573856185725,-0.32339012511539306,1,1,1,1,1,1
-0.12808997064157343,-0.3505271839270093,0,0,0,0,0,1
-0.3030110430273402,-0.8459170151456981,0,0,0,0,0,0
-0.5551519659955942,-0.2991373123446156,0,0,0,0,1,1
0.35152126676984735,0.20441867851410883,1,1,1,1,1,1
-0.10711173332312596,0.95709751696499,0,0,0,0,1,0
0.04903701798166826,-0.5876744256924681,1,1,1,1,0,0
0.608856034428289,-0.6165277223908214,1,1,1,1,1,1
-0.8520450045214834,0.004158800360282881,0,0,0,0,0,0
-0.8274285745630813,-0.4457219370889405,0,1,0,0,0,0
-0.5510678628182206,-0.5656822585379249,0,0,0,0,0,0
-0.6504395784529763,0.5726000251565239,0,0,0,0,0,0
-0.5862171725306677,-0.072441484026708,0,1,0,0,0,0
-0.40407014946205566,0.3265810865294225,0,0,0,0,0,0
-0.016760573258720435,0.9463642540692807,0,0,0,0,0,0
-0.5914820901847321,-0.27971436656345583,0,0,0,0,0,1
0.8843328429495929,-0.4275458689182673,0,1,1,1,1,1
0.40397117979691577,0.70728267595915,1,1,1,1,1,0
0.05387235288729626,-0.7866342795756542,1,0,1,1,1,1
-0.2993920131362461,0.15846259944731766,0,0,0,1,0,0
-0.8204876010444925,-0.5256323384641827,0,0,0,0,0,0
-0.5470532824255995,-0.38812992627123943,0,0,0,1,0,0
0.7566405726635153,0.0767115257738989,1,1,1,1,1,1
0.18466765655100345,-0.6115837304778813,1,1,1,1,1,0
0.46519526838820885,0.14359784995691982,1,1,0,1,1,1
0.8614584032342546,0.4015830425445554,1,1,1,1,1,0
-0.7312300745673468,0.19743876195042934,0,0,0,0,0,0
0.004492103604775319,-0.05338677772972381,1,0,1,1,1,1
0.5159540848716418,-0.5923987642838145,1,1,1,1,1,0
-0.14932979437177457,-0.5516751891149172,0,0,0,0,0,1
0.687606897722951,-0.2329267190801188,1,0,0,1,1,1
0.9005114312825047,0.27390009390343295,1,0,1,1,1,1
0.41995858823477616,-0.4253287483469151,1,0,1,1,0,0
0.33963684158168983,-0.8906076390645958,1,0,1,1,1,1
0.7641206571864476,0.1986950856280904,1,1,1,1,1,1
0.05409868429605087,-0.11355428307198501,1,1,0,1,1,1
-0.9554098222636416,-0.12895466360670424,1,0,0,0,0,0
-0.5050947659199934,-0.6601334675330066,1,1,0,0,0,0
-0.9858368613774126,-0.1595259640341119,0,0,0,0,0,1
0.05239670201337858,-0.4118192491414768,1,1,1,1,1,0
-0.346369545706524,0.1310110202843026,0,0,0,0,0,0
0.7570663472282451,0.5995381630318838,1,1,1,1,1,1
0.07801948343505746,-0.8311023533202316,1,1,1,1,1,1
-0.10111502539124974,-0.23616927057132012,0,0,0,1,0,1
0.19767839127883152,-0.8463960693575318,1,1,1,1,1,1
0.39098280391319434,-0.7752474672679834,1,1,0,1,1,1
-0.49119918659179507,-0.8256802617466656,0,0,0,0,0,0
-0.8046965197980437,0.25295902761789,0,0,0,0,0,0
-0.30094535288417323,0.1835833776505518,0,0,0,0,0,0
-0.12274845939775625,0.06937542472138801,0,0,0,0,0,0
-0.12331687196100084,-0.10489964712749707,0,1,0,0,0,0
-0.04549774174483457,0.16197667584227968,0,0,1,0,1,1
0.3895030532204326,-0.3074059842212033,1,1,1,1,1,1
-0.2988435818084348,-0.8779068642485907,1,0,0,0,1,0
-0.6582785501427024,0.32480827385347566,0,0,0,0,1,0
-0.725783977833914,0.16142984917711609,0,0,0,0,0,0
-0.9170998698268432,0.030963222106120503,0,0,1,0,0,0
0.33370015885044596,0.11321448274447175,1,1,1,1,1,1
-0.1060973340575704,0.5176166870542486,0,0,0,0,0,0
0.6521224650424652,0.40061897364606525,1,1,1,0,1,1
-0.8796241031315659,0.44255755050576523,1,0,0,0,0,1
0.3297551539842615,-0.6725263992413428,1,1,1,1,1,1
0.1319044784246756,-0.03533409040087647,1,0,1,1,1,1
-0.8713641925959972,-0.20336449184196856,1,0,0,0,1,0
-0.31150257612531407,0.36870098848296207,0,1,0,0,0,0
0.2587584592194061,-0.8603192752700465,1,1,1,1,1,1
0.5969949606533733,-0.17736307681884925,1,1,1,1,1,1
-0.9285986135093618,0.035305375623545604,0,0,0,0,0,0
0.18664432127722722,0.8439701061484037,1,1,0,1,1,1
-0.6543918543773533,-0.357786996570568,0,0,0,0,0,0
0.23664544155613962,0.28364442644160087,1,1,1,1,1,1
0.07032450519445596,-0.2344614114974287,1,1,1,1,1,1
-0.15932446035933576,-0.30977277490435434,1,0,0,0,0,0
0.04356905976356843,-0.2065275177211994,1,1,1,0,1,1
-0.1703443165225235,-0.2801373644028358,0,0,0,0,0,0
0.4307543079867069,0.20039976237198487,1,1,1,1,1,1
-0.6287359660170846,0.5636311430530079,0,0,0,0,0,0
0.6473216210718717,0.3750889240527192,0,1,1,0,1,1
0.09454792915605434,-0.06013874999879515,1,1,1,1,1,1
0.260214355332819,-0.06528988411853852,1,1,1,1,1,1
0.6733320133086084,-0.7168684187869125,0,1,1,0,0,1
-0.19285536374153261,0.7286338384923275,0,0,0,0,0,1
-0.15078354016484122,0.4249206498587097,0,0,0,0,0,0
-0.3404068910029923,-0.36938989310483344,0,1,0,0,0,0
0.5651297219090385,-0.651501536061202,1,1,1,1,1,1
-0.12058103286953743,-0.42531129260981815,0,0,0,0,0,0
-0.10185727702540621,0.7556348472577396,0,0,0,0,0,0
-0.9848861606953736,-0.004386292174353321,0,0,0,0,0,0
0.25821540051939,-0.8832630459974233,1,1,1,1,0,0
-0.38851066339454565,-0.29817314362013925,1,0,0,0,0,0
-0.5296571425883894,0.46177161624967,0,0,0,0,0,0
-0.022454348780531246,-0.7870524255741939,0,0,0,0,0,0
0.5937556032325594,0.6902428436283262,1,1,1,1,1,1
0.3956124305565009,-0.016798792672750563,1,1,1,1,1,1
0.117772939484131,0.0685983739069428,1,1,1,1,1,1
0.07002681457219453,-0.25518304990750035,0,1,1,0,1,1
0.08799030531218115,0.6918112582981726,1,1,1,1,0,0
-0.5643840503682953,0.5364700414218931,0,0,0,0,0,0
0.45715135745739,0.5998867171902934,1,1,1,1,0,0
-0.3946309541792133,0.40203086862300064,0,0,0,0,0,0
0.9816353153530851,0.15814000779087503,0,1,1,1,1,1
0.16327977814666692,-0.7436968019927019,1,1,1,1,1,1
-0.3314622268174696,0.5198787981989214,1,0,0,0,0,0
-0.422669390135513,0.6101629337811092,1,0,0,0,0,0
-0.47509026294881707,-0.7208492720102629,0,1,1,0,0,0
0.8118617696896716,-0.10056520456668529,0,0,1,1,1,1
-0.5146433922408021,0.007857256880696894,0,0,0,0,0,1
-0.2084917991644886,0.15121509220179088,0,0,0,0,0,0
0.4541410931557952,0.40477162131424893,1,1,1,1,1,1
0.1753673560438363,0.7739275143421114,1,1,1,1,1,1
-0.1859441366814447,0.41904509059125344,0,0,0,0,0,0
0.17562331678055187,-0.8496540498001593,1,1,1,1,1,1
0.0684037872283084,-0.24871148595700046,1,1,1,1,1,1
0.08020346335341036,-0.5038675451392549,1,0,1,1,1,1
-0.4089535183121938,-0.7984432250344563,0,0,0,0,0,1
0.41789139438827655,0.13711697604436013,0,1,1,1,0,1
0.7517454393303482,0.27265303102287697,1,1,1,1,1,0
-0.6222376982056046,0.37079718992398597,0,0,0,0,0,0
0.91470529175718,0.2968538354658114,1,1,1,1,1,1
0.17170271931584344,0.48354415172417875,1,1,1,1,1,1
0.25570008587271226,0.024053207035889736,1,1,1,1,1,1
0.3277870430043796,-0.7922257365972873,1,1,0,1,1,0
-0.44621167606672607,0.7570159639564875,0,0,0,0,0,0
-0.08613111376018781,0.9488926618674809,0,1,0,0,0,0
0.957839915858126,0.1204772376249363,1,1,1,1,1,1
0.11584332566138146,0.02306288956978579,1,1,1,1,1,1
0.41395740801732994,0.25100069814443615,1,1,1,0,1,1
-0.774155629109447,0.1321416623166747,0,0,0,0,0,0
0.8631485666566935,0.45165348727327687,0,1,1,1,1,1
